work_id,rank,title,writer,form_of_publishment,retrieved_date,platform,filter,synopsis_summary
W068,68,세 번 사는 악녀의 소소한 복수 플랜,달슬,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"전직 악녀 아릴레티의 미친개 황제 만들기 대작전
하얀 숲의 가호를 받는 시간술사.
베르텔 제국 역사상 다시 없을 악녀.

모두 아릴레티 카디스, 그녀를 지칭하는 말이었다.

'하지만 멍청하기 짝이 없었지.'

모시는 황자들을 위해 목숨을 바쳐 일했건만, 두 번씩이나 배신 당했으니까.

어차피 이번 생도 시한부 신세.
인적 없는 설원에서 조용히 눈을 감으려 했는데…

""저기 사람이 있습니다! 몸집이 조그만 걸 보니 아이인 것 같은데요?""
""가까이 가서 보고 와. 살았나, 죽었나.""
""예, 소가주님.""

전생에 자신이 죽인 남자에게 주워졌다?
심지어… 어려졌어?!

* * *

그렇게 원치 않게 끌려온 헤제이트 영지는…….
문제가 많아도 너-무 많다!

시도때도 없이 살수들의 위협에 시달리질 않나.
극심한 가난에 찌들어 있질 않나.
천혜의 대자연을 품고도 전혀 활용하질 못하지 않나!

“헤제이트는... 안 돼. 이러케 해서는 될 것도 안 돼!”

갑갑한 마음에 아주 조금 도움을 줬을 뿐인데.
사실 이곳이 노다지였다?! 

게다가 이 사람들, 호구처럼 마음씨들은 또 어찌나 좋은지. 

[아프면 안 돼요, 애기님. 얼른 나으면 삼촌들이 북극 탐험 시켜 주지!]
[눈이 그쳤어, 꼬마 선생님. 고맙다.]

이 바보처럼 강직한 사람들과 함께라면, 
다른 두 황자xx들에게 보란듯이 복수할 수 있을지도 몰라. 


그렇게 아릴레티는
지난 두 번의 생에서 얻은 정보와 지식들을 몽땅 끌어 모아, 복수 플랜을 짜기 시작한다.
지난 생들보다 악랄하게, 영악하게, 집요하게. 더더욱 지독하게!

과연 그녀는 지난 생들에 대한 복수를 마치고, 3황자를 황제로 만들 수 있을까?

달슬 작가의 장편 로맨스 판타지, <세 번 사는 악녀의 소소한 복수 플랜>

#킹메이커 #회귀 #악녀여주 #영지경영 #유쾌발랄 #하지만 복수는 소소하지않음"
W069,69,최강 패밀리가 왔다!,고은채,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"학살범이라는 누명을 쓰고 12년의 수감 생활을 마친 남자, 라이언.
복수의 칼을 갈며 출소했는데.

""공자님의 따님입니다.""
""......개소리야.""

그를 기다리던 딸이 있었다...?

""아, 아빠!""
""야, 죽을래? 내가 왜 네 아빠야.""

***

""난 아버지에게 복수할 거야.""
힘을 숨기고 복수하려는 최강자 아빠(?), 라이언과,
""제가 도와드릴게요. 복수, 같이 해요.""
비밀을 숨기고 복수를 도우려는 딸(?), 바니아.

가문에게 버림받은 가짜 부녀가 복수에 성공하고,
쥐뿔도 없이 시작해 제국 최강 패밀리로 거듭나기까지!"
W070,70,꼭두각시 악녀의 화려한 반란,글리제,Still on (연재),2026. 04. 22,Kakaopage,Montly Ranking,"로레아 프리제는 황실의 꼭두각시 악녀였다.

“네가 내 자식이라고, 대체 누가 그러더냐? 응?”
“난 그 버러지들을 지르밟기 위해 널 이용했을 뿐이야.”

아버지라 믿고 따르던 황제에게 배신당한 순간,
로레아는 그를 저주하기로 했다.

“…폐하의 앞길에 파멸만이 가득하시길.”

스스로 생을 마감했다고 생각했는데.
어째서인지 7년 전 과거로 돌아왔다.

***

황실의 주적이라 불리는 카터 대공가.
처참하게 무너뜨렸던 가문이 실은 잃어버린 가족들이었다.

“이상하군. 황실의 쥐새끼를 초대한 기억은 없는데.”
“거래를 하러 왔어요. 내가 필요할 거예요.”

특별한 ‘능력’을 이용해 카터 대공가의 힘을 되찾고,
황실을 무너뜨린 뒤 조용히 사라지려 했는데….

“보호해달라고 하지 않았나? 내 성에 발 들인 이상 황녀는 내 피후원자야. 난 황녀를 보호할 의무가 있어.”
“아버지, 이참에 그냥 입적해버려요. 황실 따위 알 게 뭐예요?”
“들었지? 헛소리하지 말고 먹던 푸딩이나 마저 먹지, 황녀.”
날 경멸하던 가족들이 이상하게 나를 감싼다.

“말했잖아, 로레아. 난 네게 흥미가 아주 많다고.”
“듣던 중 반가운 소리네요.”
“말만 해. 복수든 행복이든 전부 네 앞에 가져다줄 테니.”
“…….”
“원한다면 황제의 목까지도.”
엄청난 남자까지 내 편으로 만들어 버린 것 같다.

…이번 생에선 황제에게 복수하고,
진짜 가족을 되찾을 수 있을까?"
W071,71,첫째 오빠가 죽었다,휘드리안,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"가문의 몰락 이후 8년간의 도망자 생활 끝에
절벽 위에서 몸을 던진 베레니스.

‘무엇이 잘못이었을까?’

가족의 억울함을 풀어 보려 온갖 발버둥을 쳤으나
복수는 실패했고 진창에 처박힌 가문의 명예는 되찾지 못했다.

‘그래, 블레딘 오빠의 죽음이 시작이었어.’

그리고 다시 눈을 떴을 때,
그녀는 첫째 오빠의 장례식 날로 돌아와 있었다.
윌티에라 후작가의 몰락이 시작되던 바로 그날로.

“오빠의 명예를 지킬게.
두 번 다시 그 누구도 우리 가족을 해치지 못하게 할게.”

신의 기적이든 변덕이든 상관없었다.
이번엔 절대로, 저택이 불타오르게 내버려 두지 않을 테니까.

* * *

도망자 시절, 베레니스는 생존을 위해 수많은 얼굴을 가져야 했다.
그녀는 상인이자 도둑이었고, 때로는 연기자이기도 했다.
그래서 두 번째 삶은 이전보다 훨씬 유리하리라 생각했는데…….

“윌티에라의 귀하신 따님은 들리는 소문과는 전혀 다른 사람이었군.”

예측치 못한 변수가 끼어들기 시작했다.

“왜 제게 도움을 주려 하시나요?”
“재미있을 것 같아서.”

카이덴 마누스.
제국의 2황자이자,
회귀 전 마지막 순간까지 베레니스를 추적했던 남자.
그가 ‘협력자’라는 이름으로 그녀의 삶에 개입하기 시작했다."
W072,72,황제궁 옆 마로니에 농장,정연,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"할아버지가 옛날에 투자한 땅이 황궁 신축 부지로 당첨됐다!
“알박기”로 일확천금을 노리는 할아버지는
농사가 꿈인 손녀 헤이즐을 황궁으로 보낸다.
""너라면 절대 쫓겨나지 않고 버틸 수 있을 거다.""

위대한 업적에 걸맞은 웅장한 황궁을 원했던 젊은 황제는
일생일대의 강적을 새 이웃으로 맞게 된다.
""이게 무슨 냄새지?"" ""거름 냄새이옵니다, 폐하.""

'태양의 손'을 가진 가난한 몰락귀족의 딸 헤이즐 메이필드(19세)가
황제궁 옆 정원 한복판에 작은 농장을 만들어
대제국의 사교계를 정복해가는 이야기, <황제궁 옆 마로니에 농장>"
W073,73,사랑받는 언니가 사라진 세계,나유혜,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"""난 널 죽여 버리고 싶을 만큼 싫어하거든, 시에나.""

한 평생 언니의 그림자였고, 그 언니에게 배신당해 죽었다.
그런데… 시간을 거슬러 온 그 날부터 사람들이 달라졌다.

""지저의 나흐트가 선택한 아이는 너뿐이다.""
""대공 전하께서는 당신을 가족이나 다름없는 존재로 인정하고 계십니다.""

무언가 잘못됐다. 
이 사람들은 마치 나를 언니라고 착각하고 있는 것 같다.

""부탁이니 한 번만 믿어줘, 우리가 널 아낀다는 걸.""

한때는 사랑받고 싶었다. 
이제는 그 마음이 약점이 될까 두렵다.
삶을 송두리째 빼앗기는 배신은 한 번으로 족했다.

사랑에 모든 것을 걸 때는 지났다. 나는 그저 내 삶을 되찾길 원한다.
그러니….

""우리, 이제 그만 서로 갈 길 가요."""
W074,74,최강자 오빠가 기억을 잃었다,유나진,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"유일한 가족이었던 오빠가 기억을 잃었다. 

""나에게 동생이 있다고? 장난해?"" 

신전에서 나를 데려온 후로 
어화둥둥 아껴만 주던 동생 바보였는데... 

""내 앞가림도 못하겠는데 이게 무슨..."" 

기억도 없는 오빠에게 짐이 되기 싫었던 나는 
가문을 떠났고, 이후 닥친 비극에 무력하게 당하기만 했다. 

그래서 시간을 돌려 돌아왔다. 
그것도 오빠가 기억을 잃었던 '그' 시점으로! 

""대가리에 든 게 없어서 앞으로 어떻게 해야 할지도 막막한데. 
꼬맹이까지 딸려 있으면 어떻게 하란 말이야?"" 

지난 생의 비극을 반복할 수는 없지. 

그래서 나는 침울하게 말했다. 

""맞아. 오빠 대가리엔 지금 든게 없어.""
""...뭐,뭐라고?"" 

나는 준비해 온 서류 하나를 척, 꺼냈다. 
삐뚤빼뚤한 큰 글씨로 쓰인 서류의 내용은 단순했다. 

[나는 본인 명의의 재산을 모두 동생에게 양도한다.] 

입이 떡 벌어진 오빠가 서류를 확인할 동안, 
나는 익숙하게 그의 서랍에서 인장까지 꺼내 잉크를 묻혔다. 
그리고 손에 쥐어주며 몹시 슬픈 표정으로 말했다. 

""그러니까 찍어. 당장."" 

이번 생에는 내가 지켜줄 테니까."
W075,75,네가 진짜면 내 남편은 뭔데,커피바닐라,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"돌아왔다. 5년 전으로.
회귀한 레이첼은 일단 먼저 파혼한 뒤 평온한 삶을 살고자 하지만.

“내가 공작의 진짜 아들인 건 어떻게 알았습니까?”

한순간의 실수가 무서운 남자의 관심을 불러오고 마는데.

*

“어디 갑니까?”
“도망가는데요. 저기서 암살자를 만났어요.”
“…….”

그는 신기하게도 레이첼이 수상한 짓을 할 때만 나타났다. 맨날 의심 가득한 눈초리로 보니까 그런 것 같았다.

“이 밤엔 왜 또 혼자 나온 겁니까? 위험하게.”
“……찾을 게 있어서요.”
“……이리 와요. 같이 가 줄 테니까.”

그러다 문득 이상하다는 것을 인지했다.
왜 자꾸 도와주지? 그냥 이때 고발하면 편할 텐데.
그러다 황제의 고백을 받으면서 깨달았다. 늘 자신만만하던 남자가 제 앞에서 무너진 순간.

“황궁으로 가지 말아요. 그냥 내 저택에 같이 있으면 안 되는 겁니까.”
“…….”

떨리는 손이 제 옷자락을 붙들었다.
아무래도 진짜 공작의 아드님은 저가 좋아진 것 같았다.


#회귀 #약간의 막장 #배신 #복수 #황제와 공작의 삼각관계 #궁정로맨스 #능력녀 #엉뚱녀 #무심녀 #능력남 #후회남 #냉정남 #용병왕"
W076,76,남주의 입양딸이 되었습니다,라티네,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"“아이를 입양한다.”

펠리오 보레오티 공작의 충동적인 결정에 공작 가문이 발칵 뒤집혔다.

그는 자신과 똑같이 검은색을 몸에 품은 고아원 출신 아이를 영지로 데려왔다.

그리고 딸로 삼은 것만으로도 모자라 가문의 직계만 이어받는 '맹수'의 이름을 손수 지어줬다.

“네가 숨 쉬는 이 순간에도 재산은 벌리고 있으니.”
“오만이 아니라 자신감이지.”
“내가 여러모로 먹히는 얼굴이지.”

세상에서 가장 잘난 최강 아빠와

“근육이 제일 좋아. 불끈불끈 모여라.”
“대퇴근을 보여줘! 치골근은 더 좋고!”
“성격이 얌전하면 조신수나 꽃수...”

동심이 부패한(?) 애늙은이 딸. 

그리고...

“공작님께서 가장 원하시는 정보를 드리겠습니다.”
“가장 원하는 정보라...”
“후회하지 않으실 겁니다.”

...기묘한 비밀을 지닌 새엄마(?)까지.

#이런 조합은 다시없을 맹수가족
#작중최강아빠 #빙의따님 #회귀엄마"
W077,77,페트 갈랑트(위험한 하녀),이유현,Still on (연재),2026. 04. 22,Kakaopage,Montly Ranking,"“마법계약서야. 수도의 어느 높으신 분의 저택에서 하인을 구한다는 내용이지.”
아가씨가 말했다.
“지금으로선 여기에 사인을 하는 게 네가 이 영지를 안전하게 떠날 수 있는 유일한 방법이야.”
그런 계약서가 왜 아가씨 서랍에서 나오는 걸까?
“사인하기 전에 알아 둘 게 있어. 수도의 저택에 한번 들어가면 고용계약이 파기되기 전까지 절대 외출이 불가능해.”
더 이상한 점은 ‘그 저택’에 외출금지 조항이 있다는 사실이었다.
‘늙은 집사 아들에게 납치 결혼 당하기’ 대 ‘정체불명의 귀족가 하인으로 들어가기.’
선택권이 없는 이지 선다였다. 고민할 시간이 없었다.
“괜찮아요. 설마 죽기야 하겠어요.”
나는 아가씨가 건넨 깃펜으로 계약서의 말미에 내 이름을 적었다.
그러자 검은색 잉크로 적힌 이름이 환하게 빛났다.
내 운명을 결정지을 빛이었다."
W078,78,피폐물 남주가 상대를 잘못 고름,이아나킴,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"원작은 모르지만, 아무래도 로코물 속 가짜 신부에게 빙의한 것 같다.

훗날 가짜 신부란 걸 들켰을 때를 대비하여
남주와 주변인들을 내 편으로 만들 계획까지 단단히 세워 두었다.

“어차피 이 결혼은 거래일 뿐입니다.”

으휴, 뻔해.
어차피 내 발닦개가 될 거면서 앙탈은.

그렇게 로코 여주답게 무한 긍정 에너지와 햇살 미소를 난사하고 다녔을 뿐인데…….
남주가 괴롭힘당하는 표정을 짓는 건 왜지?

“나는 당신이 싫습니다.”

그의 냉대도 입덕 부정기라 생각하고 개의치 않았다.

그는 도저히 넘을 수 없는 벽을 보듯 체념의 눈빛을 했지만, 귀는 빨갛게 변해 있었다.
입은 싫다고 말하면서 몸은 솔직하군.

“……당신을 감금할 수는 없지 않습니까?”

슬슬 남주가 내게 감기기 시작한 것 같은데……
어째서 집착 방식이 피폐물 같지?

나는 원작이 ‘치명적 유해물’이라 불리는 피폐물인 줄은 꿈에도 모르고 있었다.

아- 아무튼 로코라고! 치유물이라고!

#피폐물에 빙의해 놓고 로코물이라 착각 중인 여주
#피폐물 원작의 쓰레기 남주 #여주에게 매몰차게 대하는 남주
#하지만 타격 제로인 햇살+계략 여주
#착각계 #로코 #사이다 #쌍방구원"
W079,79,오작교는 싫습니다,살오른 곱등이,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"소설 속 조연으로 환생했다.
그것도 피폐 로맨스 소설 <헤스티아의 그놈들> 속 오작교 역할로.
 
어차피 연애는 물 건너갔고, 빚 밖에 없는 가문의 미래는 참담하고.
공무원이 되어 전생에 못 이룬 부귀영화 좀 누려보려고 했더니…….
원작과 달리 남주들이 이상하다?!
 
""상상해봐라, 슈슈가 누굴 보면서 얼굴 붉히고 수줍어하게 생겼나?""
""와…… 그럼 진짜 좋겠다.""
코리가 멍하니 하일리를 바라보며 말하자,
이브가 인상을 쓰며 혼자 중얼거렸다.
""데리고 도망칠까…….""
스완은 양손으로 얼굴을 감싸며 아무 말이 없다.
그저 얼굴만 붉어지더니 귀까지 빨개졌다.
 
니들 여주에게 집착은 안 하고, 왜 다들 딴짓하냐."
W080,80,이 결혼은 반드시 성공합니다,마지노선,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"폭군의 충견이었던 기사 이오나.
황제를 위해 평생을 바쳤으나 믿었던 주군은 그녀를 사지에 버렸고,
죽어가는 그녀의 곁을 지킨 건 남이나 다름없던 남편이었다.

“마지막으로 키스하고 싶습니다.”
“혹시나 해서 미리 말하는데, 당신은 안 죽을 거고 이게 마지막도 아닐 거야.”

외롭지 않은 죽음에 만족하며 눈을 감은 것도 잠시,
이오나는 곧 과거로 돌아왔다는 걸 깨닫고
가장 먼저 남편에게 보은할 방법을 고민하는데…….

‘황실의 강요로 오간 굴욕적인 혼담이니, 내 쪽에서 결혼을 물려주는 게 그로서는 가장 기껍겠지.’

그러나 그녀 인생의 유일한 성공이었던 남편을 바꾸고 싶진 않다.
그렇다면 적어도 이 결혼을 '성공한 결혼'으로 바꾸어야 한다.

“레로이 공, 정식으로 청혼하겠습니다. 저와 결혼해주십시오. 제가 반드시 행복하게 해드리겠습니다.”

이오나는 남편에게 진 은혜를 갚기로 결심했다. 다만 그녀가 원하는 방식으로."
W081,81,그 쓰레기가 나였어요,꿀이흐르는,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"‘내가 왜 이 대단한 쓰레기로 눈을 뜬 건데!’

역하렘 연애 육성 게임에 빙의했다.
온갖 악행을 저지르다 처단당하는 악녀, 튤리아 프레지어로.

목숨을 부지하기 위해선 모든 스탯을 올리고,
남주들의 호감도를 높여 A등급을 달성해야만 한다.

“이렇게 끔찍한 스탯으로 살아남는 게 가능해?”

비록 당장 상태창에 보이는 건 F-등급인데다,

“그 역겨운 말투는 뭐야?”

돈도 없고 운도 없고 모두에게 미움받으며,
(한 명을 빼고) 아무도 날 사랑하지 않는다지만.

“다 뒤졌다.”

어떻게든 A등급도 달성하고,
나를 유일하게 좋아한다는 그 사람도 찾아내 보자고!"
W082,82,공작가의 눈먼 하녀가 되었다,박농부,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"공작가에서 일하는 눈먼 하녀에 빙의했다.
내가 모시는 주인은 이 소설의 남주로, 희귀병을 앓고 있다.
빛이 닿으면 타들어 가는 고통을 느끼는 저주 같은 병이다.
하루 종일 어둠 속에 갇힌 그를 돌봐 줄 수 있는 건, 보지 않고도 일을 할 수 있는 나뿐.

“너, 내 등가죽을 아예 벗겨 버릴 셈이야?”
“이렇게 박박 밀어야 시원하다구요.”

깜깜한 데서 씻어야 하는 남주를 대신해 때도 밀어 주고,

“자, 걸음 수를 세며 한번 걸어 보세요.”
……쿵! ……쿵!
“도련님, 혹시 방향 감각에 문제라도 있으세요?”

벽에 부딪히지 않고 걷는 법도 가르쳐 주고,

“우리 도련님, 피부만큼은 뽀샤시하겠다. 햇빛을 안 보니까.”
“……놀리는 거야?”

성심성의껏 위로도 해 주었는데.
어느 날부터 날 향한 남주의 숨결이 달라지기 시작했다.

“잘 만져 둬.”

그가 내 손을 끌어다 자신의 얼굴에 가져다 대며 말했다.

“다른 얼굴은 기억 못 해도, 이 얼굴만큼은 절대 잊어선 안 돼. 알겠어?”"
W083,83,다정한 그대를 지키는 방법,마약젤리,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"드디어, 초야였다.
레티샤가 그의 가슴에 이마를 기대며 속삭였다.

“역시, 너무 먼가요? 좀 더 가까이 댈까요?”

디트리안이 가까스로 신음을 삼켰다.
레티샤의 어깨를 움켜쥔 손이 달콤한 당황으로 떨리고 있었지만, 그녀는 눈치채지 못했다.

“저도 알아요, 제가 불편하시다는 거. 그래도 어머니가 보낸 사람이 올 때까지만 참아 주세요.”

디트리안은 레티샤를 증오한다.
레티샤의 어머니가 그의 가족들을 죽였으니 당연한 일이었다.
그녀는 단 한 번도 그 사실을 의심한 적이 없었다.

그래서 몰랐다.
그녀의 말에 그의 얼굴이 얼마나 사납게 일그러졌는지.

“반년만, 반년만 참으시면 돼요. 그럼, 원하시는 대로 이혼해 드릴게요.”

이혼, 이란 단어에 그가 으득 이를 갈았다는 것도."
